building_type,material,age_years,area_m2,region,tilt_angle_deg,vibration_magnitude,shock_detected,temperature_c,humidity_pct,pressure_hpa,illuminance_lux,structural_status,climate_status,lighting_status,overall_status,_true_degradation_level
commercial,concrete,60,4702.5,temperate,5.459,0.448,False,8.72,65.36,1023.56,447.7,critical,normal,attention,attention,0.7015
historical,brick,63,2965.5,arid,0.976,0.0295,True,30.78,38.02,1009.94,200.3,critical,normal,normal,critical,0.303
commercial,mixed,36,1084.6,continental,0.0,0.0348,False,24.33,51.86,1006.83,382.3,attention,normal,attention,attention,0.0
commercial,brick,95,1973.6,continental,2.916,0.1809,False,20.51,66.61,1012.44,349.3,critical,normal,attention,critical,0.491
industrial,concrete,47,4990.0,arid,0.867,0.0374,False,38.91,17.92,1013.87,349.5,attention,attention,normal,attention,0.2874
commercial,concrete,11,4066.7,continental,0.374,0.0,False,23.8,51.55,1029.18,473.5,normal,normal,attention,attention,0.1734
residential,brick,35,1825.1,arid,0.0,0.0,False,25.21,26.06,1009.41,467.4,normal,normal,normal,normal,0.0536
residential,wood,30,3052.2,continental,0.889,0.0671,False,8.34,45.33,1026.45,609.0,critical,normal,normal,critical,0.2776
industrial,concrete,40,2367.8,continental,1.457,0.1274,False,11.78,55.93,1010.91,166.4,critical,normal,attention,critical,0.3523
residential,brick,12,4275.5,temperate,1.251,0.0683,False,10.0,63.29,1018.06,434.9,critical,normal,normal,critical,0.3302
industrial,concrete,39,4242.0,coastal,0.655,0.0071,False,18.69,62.87,1009.13,188.3,attention,normal,attention,attention,0.2149
commercial,mixed,65,769.2,continental,1.182,0.1446,False,-6.4,52.66,1012.06,336.8,critical,normal,attention,critical,0.3541
residential,concrete,61,1843.8,temperate,0.098,0.0135,False,6.89,78.25,1016.74,341.8,normal,attention,normal,attention,0.1619
commercial,brick,19,4548.9,coastal,0.0,0.0187,False,10.39,73.82,1014.05,435.8,normal,attention,attention,attention,0.0
residential,wood,39,2316.5,temperate,4.959,0.4022,False,16.04,40.07,1011.0,315.7,critical,normal,normal,critical,0.667
industrial,concrete,54,2940.5,temperate,0.654,0.101,False,17.35,41.82,1014.53,272.8,critical,normal,normal,critical,0.2338
residential,brick,44,364.3,temperate,1.928,0.1284,False,11.05,74.47,1006.93,420.3,critical,attention,normal,critical,0.4273
industrial,concrete,108,3325.6,continental,1.821,0.1605,False,-7.31,28.03,1018.05,252.9,critical,normal,normal,critical,0.4399
residential,brick,6,4455.6,continental,0.327,0.0738,False,4.0,49.92,1008.82,429.5,critical,normal,normal,critical,0.2169
historical,brick,43,4707.9,arid,1.934,0.0818,False,25.31,25.66,1010.61,405.9,critical,normal,normal,critical,0.4189
residential,wood,34,3953.6,continental,0.178,0.0176,False,18.64,48.6,1032.66,170.4,normal,normal,normal,attention,0.1457
industrial,mixed,36,4354.1,continental,0.0,0.0199,False,23.56,31.86,1009.04,265.5,normal,normal,normal,normal,0.03
commercial,brick,99,4918.5,temperate,0.671,0.0619,False,17.19,64.92,1014.69,495.7,critical,normal,attention,critical,0.2743
commercial,mixed,31,4878.3,coastal,4.723,0.3322,False,12.74,91.75,1018.03,479.2,critical,critical,attention,critical,0.6434
industrial,brick,68,387.5,coastal,0.0,0.0424,False,12.5,49.73,1016.88,250.4,attention,normal,normal,attention,0.1017
commercial,concrete,70,3205.2,temperate,2.256,0.1431,False,8.36,68.25,1027.41,371.7,critical,normal,attention,critical,0.436
commercial,brick,40,2302.1,continental,1.738,0.1451,False,-5.3,55.53,1028.52,501.8,critical,normal,normal,critical,0.4164
commercial,mixed,31,3965.5,temperate,1.039,0.1018,False,13.41,78.64,1017.44,447.8,critical,attention,attention,critical,0.3113
commercial,mixed,31,1095.6,temperate,1.917,0.1828,False,8.97,61.54,1001.38,445.5,critical,normal,attention,critical,0.4242
commercial,concrete,56,445.0,temperate,1.811,0.0904,False,15.33,48.77,1010.15,343.4,critical,normal,attention,critical,0.3635
commercial,concrete,42,3940.4,continental,2.565,0.2065,True,5.24,69.76,1031.97,488.3,critical,normal,attention,critical,0.4959
industrial,mixed,37,3804.8,temperate,1.327,0.1136,True,6.43,54.63,1019.64,261.3,critical,normal,normal,critical,0.3387
residential,wood,62,4455.3,coastal,1.174,0.1056,False,15.85,68.16,1006.75,311.0,critical,attention,normal,critical,0.3154
residential,brick,18,967.5,temperate,0.487,0.0533,False,8.51,69.14,1012.92,295.9,attention,normal,normal,attention,0.1961
industrial,concrete,29,1688.5,temperate,0.238,0.0428,False,19.51,58.62,1016.43,369.7,attention,normal,normal,attention,0.1283
residential,concrete,39,1256.2,temperate,1.555,0.1157,False,15.52,49.65,1005.68,383.0,critical,normal,normal,critical,0.3789
commercial,concrete,32,556.2,temperate,0.28,0.0,False,9.35,71.03,1015.18,521.1,normal,normal,normal,normal,0.054
commercial,concrete,31,435.1,temperate,0.353,0.0144,False,18.05,43.97,1013.93,571.1,normal,normal,normal,normal,0.1513
commercial,concrete,17,2922.4,arid,0.004,0.0017,False,35.56,32.6,1013.14,434.0,normal,normal,attention,attention,0.0
historical,brick,38,2332.3,continental,1.609,0.1029,False,24.24,43.64,998.15,307.5,critical,normal,normal,critical,0.3832
historical,mixed,24,1546.4,continental,0.154,0.0,False,4.91,56.27,1016.22,178.1,normal,normal,normal,normal,0.1368
residential,brick,51,2230.3,temperate,0.041,0.0,False,18.09,53.93,1008.61,377.5,normal,normal,normal,normal,0.1166
historical,mixed,21,4264.6,arid,0.066,0.0042,False,34.05,22.16,1012.74,374.7,normal,normal,normal,normal,0.0959
residential,concrete,32,1742.5,continental,0.546,0.0,False,8.17,21.08,1012.9,241.8,attention,normal,normal,attention,0.1744
residential,brick,29,789.7,continental,2.127,0.1677,False,16.54,58.09,1013.37,411.3,critical,normal,normal,critical,0.4331
commercial,concrete,74,1960.2,temperate,0.402,0.0151,False,10.32,56.34,1018.12,410.2,normal,normal,attention,attention,0.1965
residential,concrete,37,2217.8,continental,0.235,0.0065,False,-12.35,57.54,1021.88,221.6,normal,normal,normal,normal,0.1909
residential,wood,60,1907.9,arid,1.424,0.0948,False,22.01,27.13,1007.81,326.8,critical,normal,normal,critical,0.3309
residential,mixed,30,891.2,temperate,0.818,0.0782,False,12.86,59.9,999.77,387.3,critical,normal,normal,critical,0.2421
residential,wood,17,3319.9,arid,1.518,0.088,False,29.8,32.86,1012.71,354.8,critical,normal,normal,critical,0.3557
residential,brick,43,4445.4,arid,0.721,0.0643,False,14.11,18.77,1010.72,261.6,critical,normal,normal,critical,0.2773
residential,mixed,40,509.1,coastal,1.213,0.0801,False,23.64,56.08,1008.18,376.2,critical,normal,normal,critical,0.3113
commercial,mixed,41,673.5,temperate,1.171,0.14,False,16.4,56.52,1018.07,440.1,critical,normal,attention,critical,0.3331
residential,concrete,95,1484.2,arid,1.715,0.1544,True,30.66,26.72,1020.99,521.8,critical,normal,normal,critical,0.3735
industrial,concrete,27,1791.3,continental,0.271,0.0818,False,5.05,49.53,1021.61,328.8,critical,normal,normal,critical,0.2243
residential,brick,16,2734.0,continental,1.378,0.1065,False,10.48,52.44,1016.79,420.8,critical,normal,normal,critical,0.353
residential,brick,41,4292.6,continental,4.929,0.3672,True,19.84,50.06,1025.2,438.6,critical,normal,normal,critical,0.6728
historical,brick,25,551.4,continental,1.068,0.0283,False,-12.01,45.23,1014.18,297.5,critical,normal,normal,critical,0.302
residential,concrete,65,2564.5,temperate,2.476,0.1998,False,16.14,61.27,1012.32,287.2,critical,normal,normal,critical,0.4546
historical,brick,100,1867.8,temperate,1.127,0.0944,False,21.0,52.79,1019.88,300.9,critical,normal,normal,critical,0.3166
residential,brick,40,3075.1,coastal,0.0,0.0,False,13.38,76.33,1011.71,388.9,normal,attention,normal,attention,0.0629
historical,mixed,42,839.1,continental,0.01,0.0026,False,15.67,43.57,1008.44,320.7,normal,normal,normal,normal,0.0921
commercial,concrete,114,2218.7,continental,4.828,0.4528,False,21.62,77.56,1010.46,417.1,critical,attention,attention,critical,0.6646
residential,mixed,44,4148.9,temperate,0.0,0.0,False,11.51,46.53,1025.0,231.6,normal,normal,normal,normal,0.0
residential,mixed,85,440.3,coastal,0.505,0.0363,False,10.02,58.12,1013.52,338.8,attention,normal,normal,attention,0.2574
residential,brick,70,937.8,temperate,2.514,0.2252,False,24.86,57.53,1019.65,462.1,critical,normal,normal,critical,0.4778
commercial,concrete,50,2191.0,temperate,0.872,0.0779,False,10.6,53.33,1013.45,584.9,critical,normal,normal,critical,0.3002
commercial,concrete,26,1764.0,continental,0.0,0.0128,False,-13.34,29.66,1014.27,444.2,normal,normal,attention,attention,0.0118
historical,brick,103,922.2,coastal,0.617,0.0639,False,8.32,63.24,1010.51,166.9,critical,normal,normal,critical,0.2069
commercial,brick,77,1923.9,coastal,5.357,0.4363,False,23.58,73.05,1015.36,460.7,critical,attention,attention,critical,0.701
residential,wood,12,1954.0,continental,0.026,0.0526,False,20.73,71.42,1014.55,453.0,attention,attention,normal,attention,0.0807
commercial,brick,13,1061.0,arid,0.0,0.0124,False,12.97,13.2,1010.96,465.8,normal,normal,attention,attention,0.0398
historical,brick,48,4466.2,arid,2.153,0.1471,False,14.07,25.82,1003.4,263.8,critical,normal,normal,critical,0.4286
residential,mixed,33,2830.1,arid,0.45,0.0168,False,38.31,29.12,1008.42,383.0,normal,normal,normal,normal,0.1648
commercial,concrete,26,4475.7,coastal,1.553,0.105,False,19.23,77.78,1011.69,506.3,critical,attention,normal,critical,0.3384
commercial,concrete,40,2667.7,continental,0.096,0.0,False,18.88,56.9,1005.7,513.7,normal,normal,normal,normal,0.0665
residential,brick,70,4258.9,temperate,1.251,0.0576,True,4.3,63.3,1010.73,272.8,critical,normal,normal,critical,0.3578
industrial,concrete,74,2996.5,arid,4.913,0.423,False,26.84,31.2,1012.32,218.0,critical,normal,normal,critical,0.67
commercial,brick,19,1617.0,temperate,0.042,0.0337,False,24.65,62.95,1023.17,472.4,normal,normal,attention,attention,0.1099
residential,concrete,84,4648.9,temperate,1.441,0.133,False,12.1,66.03,1018.22,411.9,critical,normal,normal,critical,0.3707
residential,brick,42,608.0,coastal,0.756,0.0934,False,21.01,69.01,1032.02,347.8,critical,normal,normal,critical,0.2289
residential,mixed,62,1428.3,continental,3.291,0.3103,False,19.79,43.51,1019.53,278.1,critical,normal,normal,critical,0.5533
residential,brick,27,1538.1,continental,0.784,0.0427,False,3.42,40.33,1023.9,316.8,attention,normal,normal,attention,0.2444
residential,brick,23,51.8,temperate,1.239,0.0973,False,15.19,51.84,1008.88,348.1,critical,normal,normal,critical,0.3291
residential,brick,23,4975.8,continental,0.0,0.0022,False,20.7,28.02,1016.47,367.4,normal,normal,normal,normal,0.0
residential,mixed,19,1837.9,coastal,0.0,0.052,False,16.28,69.59,1012.85,371.0,attention,normal,normal,attention,0.0702
commercial,concrete,9,2675.1,temperate,1.119,0.1238,False,19.07,70.05,1011.6,584.9,critical,normal,normal,critical,0.3078
residential,concrete,47,2081.5,temperate,1.886,0.0816,False,6.16,53.08,1021.31,313.2,critical,normal,normal,critical,0.4102
residential,brick,111,4300.5,temperate,2.767,0.1675,False,13.19,56.29,1013.13,344.3,critical,normal,normal,critical,0.4773
commercial,concrete,40,1425.0,continental,0.526,0.0436,False,6.91,39.36,1018.85,574.8,attention,normal,normal,attention,0.1874
commercial,mixed,83,4005.9,temperate,5.271,0.3835,True,16.81,66.27,1009.21,459.9,critical,normal,attention,critical,0.6872
residential,brick,21,571.8,coastal,0.0,0.0023,False,23.02,66.41,1003.78,375.6,normal,normal,normal,normal,0.0
commercial,concrete,57,283.2,temperate,0.676,0.0618,False,9.13,51.97,1010.09,500.9,critical,normal,normal,critical,0.2894
residential,mixed,53,1740.0,continental,0.0,0.0187,False,12.64,16.05,1007.23,380.3,normal,normal,normal,normal,0.0034
residential,concrete,68,2944.0,arid,0.0,0.0522,False,15.81,31.57,1012.09,362.5,critical,normal,normal,critical,0.0213
historical,brick,62,3593.9,temperate,3.545,0.3379,False,13.33,80.68,1014.12,395.0,critical,critical,normal,critical,0.5934
residential,mixed,39,836.4,temperate,0.136,0.0,False,22.68,51.2,1018.9,497.5,normal,normal,normal,normal,0.1176
historical,brick,70,756.8,temperate,6.094,0.4815,False,17.87,77.95,1016.03,296.4,critical,attention,normal,critical,0.7504
residential,brick,95,1918.0,continental,0.797,0.0812,False,22.48,40.24,1024.17,343.6,critical,normal,normal,critical,0.2826
historical,wood,40,1128.3,temperate,0.0,0.0,False,21.94,77.33,1013.97,336.5,normal,critical,normal,critical,0.0
residential,mixed,58,732.7,continental,2.998,0.2291,False,11.81,46.31,1031.8,296.6,critical,normal,normal,critical,0.5276
historical,brick,19,1402.2,coastal,0.605,0.0757,False,12.77,64.15,1006.06,226.3,critical,normal,normal,attention,0.204
commercial,brick,58,782.2,temperate,1.014,0.0293,False,15.04,58.81,1015.2,322.1,critical,normal,attention,critical,0.3032
residential,mixed,25,2715.1,arid,0.748,0.0186,False,26.71,37.48,1013.11,278.5,attention,normal,normal,attention,0.2346
commercial,mixed,10,1525.8,temperate,0.0,0.0,False,15.57,59.68,1012.78,430.6,normal,normal,attention,attention,0.0
residential,brick,41,3842.1,coastal,1.69,0.1464,False,11.06,71.39,1011.28,270.0,critical,attention,normal,critical,0.4009
residential,concrete,32,2579.6,temperate,0.0,0.0456,False,16.44,30.22,1010.18,285.9,attention,normal,normal,attention,0.0921
industrial,concrete,59,3809.3,continental,2.984,0.2367,False,2.81,67.13,1020.21,302.0,critical,normal,normal,critical,0.5295
commercial,concrete,41,4703.6,continental,0.873,0.073,False,15.16,46.69,1008.22,455.3,critical,normal,attention,critical,0.2446
commercial,mixed,46,3101.8,continental,1.93,0.2086,False,5.31,33.62,1004.98,464.7,critical,attention,attention,critical,0.4357
residential,brick,72,1938.9,continental,1.381,0.0967,False,18.94,62.26,1008.25,254.0,critical,normal,normal,critical,0.3572
historical,brick,114,1070.5,temperate,3.831,0.3436,False,14.36,73.39,1009.05,229.2,critical,attention,normal,critical,0.5906
residential,brick,73,628.0,arid,4.461,0.3921,False,26.96,18.31,1008.52,323.4,critical,normal,normal,critical,0.6395
historical,mixed,15,4456.8,coastal,1.207,0.1221,True,20.8,65.62,1019.09,330.9,critical,normal,normal,critical,0.2934
commercial,brick,10,1002.3,continental,0.896,0.1061,False,11.44,65.69,1011.09,421.4,critical,normal,attention,critical,0.2814
residential,brick,56,190.4,temperate,1.478,0.1345,False,9.66,65.41,1013.5,490.5,critical,normal,normal,critical,0.3752
residential,brick,33,2410.2,temperate,3.955,0.3525,False,12.84,56.4,1011.74,369.2,critical,normal,normal,critical,0.5932
commercial,concrete,15,3694.6,continental,0.193,0.0,False,19.84,51.62,1020.34,545.4,normal,normal,normal,normal,0.1115
residential,wood,84,1037.7,coastal,2.593,0.2329,False,12.43,69.66,1017.82,418.6,critical,attention,normal,critical,0.4944
residential,mixed,15,1616.5,arid,0.0,0.0,False,25.18,12.89,1001.52,377.4,normal,normal,normal,normal,0.0
residential,brick,24,3503.5,temperate,1.162,0.1243,True,17.74,54.96,1005.93,410.8,critical,normal,normal,critical,0.3466
commercial,brick,38,1209.6,temperate,0.409,0.0335,False,15.16,57.57,1016.69,492.9,attention,normal,attention,attention,0.1912
industrial,concrete,37,2666.0,continental,1.722,0.1294,False,3.31,58.68,1011.63,374.6,critical,normal,normal,critical,0.4076
commercial,mixed,10,1874.7,arid,0.366,0.0754,False,24.55,9.86,1017.47,429.3,critical,normal,attention,critical,0.1674
industrial,mixed,46,777.5,continental,0.515,0.0148,False,11.26,51.96,1016.73,488.2,normal,normal,normal,normal,0.211
commercial,concrete,75,297.7,coastal,0.934,0.0627,False,11.5,74.8,1007.3,401.6,critical,normal,attention,critical,0.2976
residential,mixed,67,1364.0,continental,4.53,0.3154,True,5.88,64.14,1007.34,462.8,critical,normal,normal,critical,0.6382
industrial,brick,2,115.9,temperate,0.0,0.0768,False,18.54,57.01,1026.55,232.3,critical,normal,normal,critical,0.0
residential,brick,46,1805.1,continental,0.22,0.0519,False,32.06,33.88,1036.53,352.5,attention,normal,normal,attention,0.1936
residential,wood,44,3066.8,continental,1.585,0.1249,False,9.72,63.74,1011.47,331.1,critical,normal,normal,critical,0.3622
residential,brick,39,2956.2,arid,1.029,0.0573,False,15.87,42.37,1014.89,309.7,critical,normal,normal,critical,0.3117
residential,wood,10,4094.2,coastal,0.0,0.0,False,18.55,58.49,1005.69,477.0,normal,normal,normal,normal,0.0
residential,concrete,69,4715.8,temperate,1.023,0.1156,False,17.27,66.3,1013.0,386.1,critical,normal,attention,critical,0.3458
residential,wood,4,2649.2,temperate,0.297,0.0318,False,22.7,49.56,1007.15,476.7,normal,normal,normal,normal,0.1233
residential,wood,108,4109.0,coastal,5.798,0.4386,True,12.31,66.51,1005.11,276.7,critical,attention,normal,critical,0.7338
commercial,wood,7,2226.6,temperate,0.995,0.1168,False,20.92,53.28,1021.47,390.3,critical,normal,attention,critical,0.322
commercial,mixed,40,867.2,temperate,3.264,0.2519,False,20.5,41.44,1011.58,289.3,critical,normal,critical,critical,0.5396
commercial,concrete,10,2962.1,temperate,0.012,0.0,False,23.23,47.23,1012.41,474.6,normal,normal,attention,attention,0.0874
residential,mixed,56,3922.1,temperate,0.396,0.0689,False,26.1,63.33,1007.63,486.5,critical,normal,normal,critical,0.2011
commercial,concrete,50,1562.7,continental,0.481,0.05,False,25.32,48.62,1014.01,503.6,attention,normal,normal,attention,0.1953
residential,wood,37,2791.9,temperate,3.008,0.2629,False,26.36,56.43,1013.88,351.2,critical,normal,normal,critical,0.531
residential,concrete,72,4872.3,coastal,0.51,0.0195,False,13.28,51.75,1005.07,429.6,attention,normal,normal,attention,0.2396
historical,brick,88,310.7,temperate,3.254,0.3175,False,7.39,72.41,1008.83,190.3,critical,attention,normal,critical,0.5284
residential,mixed,127,4382.7,temperate,2.026,0.1499,False,15.09,68.85,1009.44,578.6,critical,normal,normal,critical,0.4314
residential,mixed,30,461.6,coastal,1.51,0.0769,False,10.96,67.63,1011.39,314.4,critical,normal,normal,critical,0.3838
commercial,concrete,33,2825.3,coastal,0.377,0.0423,False,17.5,64.89,1020.23,601.7,attention,normal,normal,attention,0.2132
industrial,mixed,16,1496.3,temperate,0.203,0.0,False,15.47,58.13,1012.01,165.4,normal,normal,attention,attention,0.096
residential,brick,92,655.0,temperate,3.905,0.3328,False,28.6,34.9,1007.46,247.5,critical,normal,normal,critical,0.5965
commercial,mixed,108,2066.7,continental,5.77,0.4443,False,16.3,62.75,1021.57,445.0,critical,normal,attention,critical,0.7154
residential,concrete,36,884.4,arid,0.415,0.0317,False,32.38,37.46,1013.1,322.0,attention,normal,normal,normal,0.1581
residential,concrete,37,4649.9,temperate,2.99,0.2734,True,18.87,42.66,1014.94,293.2,critical,normal,normal,critical,0.5292
historical,wood,101,4689.7,continental,0.802,0.1031,False,17.23,50.39,1014.95,62.4,critical,normal,attention,critical,0.2859
historical,brick,57,4001.6,continental,2.668,0.2052,False,17.47,45.23,1008.96,226.6,critical,normal,normal,critical,0.5054
industrial,concrete,121,1302.5,temperate,1.329,0.117,False,16.88,44.45,1007.39,225.1,critical,normal,normal,critical,0.3226
residential,brick,13,2513.1,temperate,2.019,0.2299,False,17.75,68.62,1015.4,300.8,critical,normal,normal,critical,0.4677
residential,wood,54,915.1,coastal,2.977,0.2219,False,24.95,73.66,1001.52,338.9,critical,attention,normal,critical,0.521
industrial,concrete,81,1584.3,arid,3.351,0.2782,False,30.32,44.29,1009.78,254.6,critical,normal,normal,critical,0.5218
residential,brick,40,2650.1,temperate,1.053,0.1182,False,22.18,37.86,1015.38,335.0,critical,normal,normal,critical,0.2854
commercial,concrete,10,2999.6,continental,0.565,0.0593,False,22.42,41.18,1021.61,431.4,attention,normal,attention,attention,0.2646
residential,brick,63,3399.2,temperate,0.452,0.0284,False,15.43,71.04,1011.84,252.5,attention,attention,normal,attention,0.2341
residential,brick,41,333.4,temperate,3.996,0.3648,False,7.43,63.67,1007.15,450.9,critical,normal,normal,critical,0.6295
residential,concrete,62,3274.2,temperate,3.895,0.3009,False,14.72,52.08,1016.41,315.5,critical,normal,normal,critical,0.6212
residential,concrete,89,2138.6,continental,0.748,0.0541,False,35.14,46.58,1016.75,160.5,critical,normal,normal,critical,0.2701
historical,wood,79,571.8,temperate,4.994,0.377,False,12.29,61.92,1016.49,328.1,critical,normal,normal,critical,0.6754
industrial,mixed,34,213.5,temperate,0.705,0.0332,False,11.95,45.02,1002.64,273.8,attention,normal,normal,attention,0.2369
historical,brick,38,3816.5,arid,2.39,0.241,False,32.82,41.27,1008.34,209.8,critical,normal,normal,critical,0.4733
commercial,concrete,110,333.8,coastal,1.692,0.115,False,21.53,74.37,1005.74,494.1,critical,normal,attention,critical,0.3844
residential,wood,6,4261.3,temperate,2.575,0.2435,False,22.03,80.83,1011.55,263.6,critical,critical,normal,critical,0.4626
industrial,concrete,49,2368.1,arid,2.911,0.1693,False,34.11,17.78,1020.26,277.0,critical,normal,normal,critical,0.5026
residential,brick,60,3014.6,temperate,1.005,0.0612,False,14.37,56.16,1007.96,389.4,critical,normal,normal,critical,0.2798
commercial,brick,41,90.3,continental,3.665,0.3335,False,-1.24,62.26,1028.89,282.8,critical,normal,critical,critical,0.5823
commercial,brick,90,2288.0,continental,1.367,0.0936,False,6.19,46.72,1031.72,445.2,critical,normal,attention,critical,0.3591
residential,concrete,34,1693.8,temperate,0.731,0.0306,False,9.15,69.94,1016.01,385.8,attention,normal,normal,attention,0.2194
historical,concrete,3,3533.4,coastal,0.141,0.0,False,15.57,56.05,1011.62,278.0,normal,normal,normal,normal,0.0
residential,wood,41,3148.3,coastal,4.132,0.3516,False,15.87,74.23,1004.57,351.5,critical,attention,normal,critical,0.6047
commercial,wood,15,2188.1,temperate,0.0,0.0,False,10.52,58.35,1015.41,192.7,normal,normal,critical,attention,0.0
residential,concrete,31,3234.6,continental,0.262,0.0535,False,8.18,51.91,1011.05,335.7,attention,normal,normal,attention,0.2155
residential,brick,33,4783.8,coastal,0.052,0.0185,False,22.29,75.49,1019.7,303.8,normal,attention,normal,attention,0.0423
residential,concrete,25,672.2,temperate,2.174,0.2109,False,15.22,47.31,1020.74,232.1,critical,normal,normal,critical,0.4408
residential,concrete,68,4515.9,continental,0.866,0.0812,False,8.41,52.39,997.79,398.0,critical,normal,normal,critical,0.2676
residential,mixed,27,1313.0,arid,0.708,0.0676,False,25.14,35.43,1013.39,237.6,critical,normal,normal,critical,0.2883
residential,concrete,57,3117.3,arid,5.451,0.3936,True,26.54,26.21,1008.07,414.8,critical,normal,normal,critical,0.7057
commercial,concrete,101,3029.6,temperate,5.156,0.4128,False,21.5,59.11,1007.79,363.8,critical,normal,normal,critical,0.6786
commercial,wood,79,3795.6,arid,9.535,0.7601,False,21.96,28.1,1010.33,385.0,critical,normal,attention,critical,0.9287
commercial,mixed,8,200.1,coastal,0.643,0.0359,False,23.66,71.64,1019.77,398.4,attention,attention,attention,attention,0.22
commercial,concrete,107,2935.1,arid,2.478,0.1859,False,36.42,37.28,1014.07,573.9,critical,normal,normal,critical,0.4753
residential,mixed,4,874.8,temperate,0.0,0.0,False,12.23,58.84,1012.29,328.9,normal,normal,normal,normal,0.0303
industrial,concrete,62,4679.6,temperate,2.413,0.2004,False,13.88,59.1,1005.17,401.9,critical,normal,normal,critical,0.479
commercial,concrete,64,1441.7,temperate,2.693,0.2266,False,23.99,50.45,1007.77,404.3,critical,normal,attention,critical,0.513
commercial,concrete,17,536.8,temperate,0.385,0.0314,False,31.52,43.93,1017.27,525.6,normal,normal,normal,normal,0.2032
historical,brick,37,3804.3,coastal,0.073,0.0,False,29.1,64.92,1006.96,221.3,normal,normal,normal,normal,0.0369
residential,mixed,18,2921.4,temperate,0.0,0.0067,False,8.46,43.37,1015.21,323.0,normal,normal,normal,normal,0.0
residential,brick,92,3736.5,temperate,9.952,0.7998,False,14.66,54.36,1012.67,281.0,critical,normal,normal,critical,0.9534
residential,brick,15,2726.5,temperate,2.688,0.2171,False,9.77,64.79,1008.67,289.6,critical,normal,normal,critical,0.4897
residential,brick,66,1284.1,continental,0.657,0.004,False,15.49,49.62,1005.25,442.5,attention,normal,normal,attention,0.2475
residential,concrete,93,1595.6,arid,2.785,0.2448,False,18.22,23.76,1008.34,218.4,critical,normal,normal,critical,0.4991
residential,brick,18,546.6,arid,0.0,0.0074,False,22.54,12.24,1009.14,271.7,normal,normal,normal,normal,0.0899
residential,wood,35,1523.8,arid,1.341,0.1055,False,35.7,21.86,1005.1,356.5,critical,normal,normal,critical,0.3484
industrial,concrete,75,802.7,temperate,0.936,0.1082,False,26.24,67.44,1004.58,221.4,critical,normal,normal,critical,0.3214
industrial,concrete,46,1685.4,continental,1.294,0.0998,False,21.66,56.68,1017.46,302.7,critical,normal,normal,critical,0.3419
commercial,concrete,20,2343.9,temperate,0.149,0.0,False,23.12,57.79,1008.98,390.4,normal,normal,attention,attention,0.124
residential,brick,54,2544.5,coastal,0.267,0.0,False,9.73,74.4,1013.11,246.6,normal,attention,normal,attention,0.0496
commercial,concrete,9,462.9,coastal,0.0,0.0,False,14.13,62.75,1016.06,575.8,normal,normal,normal,normal,0.0371
residential,concrete,56,3420.7,continental,1.12,0.0617,False,3.54,46.92,1002.51,382.6,critical,normal,normal,critical,0.3159
residential,brick,66,3625.2,continental,3.455,0.2641,False,17.6,66.4,997.58,494.7,critical,normal,normal,critical,0.5402
commercial,mixed,48,4375.1,continental,1.188,0.1085,False,15.32,71.27,1027.96,457.7,critical,attention,attention,critical,0.3785
residential,concrete,64,3940.0,continental,0.168,0.0,False,20.09,55.13,1018.47,373.5,normal,normal,normal,normal,0.1272
residential,concrete,38,1412.0,continental,0.742,0.0835,False,20.52,47.12,1002.91,201.8,critical,normal,normal,critical,0.2909
commercial,concrete,110,3675.4,coastal,0.977,0.0479,False,19.77,76.52,1009.59,431.6,critical,attention,attention,critical,0.282
residential,brick,44,785.3,continental,4.518,0.3426,False,3.46,61.59,1015.6,431.6,critical,normal,normal,critical,0.6488
residential,wood,24,3998.8,arid,1.158,0.121,False,20.04,37.41,1010.88,488.1,critical,normal,normal,critical,0.3185
residential,wood,45,2631.5,temperate,1.442,0.1282,False,16.49,51.99,1012.06,542.0,critical,normal,normal,critical,0.3688
residential,wood,53,3700.1,temperate,0.974,0.1129,False,26.75,57.48,1013.52,400.8,critical,normal,normal,critical,0.2958
residential,wood,86,1969.8,continental,1.808,0.1334,False,26.57,69.7,1024.81,389.7,critical,attention,normal,critical,0.4061
residential,concrete,36,1401.1,arid,1.733,0.0749,False,22.9,19.63,1012.35,385.5,critical,normal,normal,critical,0.4043
commercial,concrete,7,4625.8,temperate,0.0,0.018,False,12.02,54.1,999.92,352.3,normal,normal,attention,attention,0.0
residential,mixed,32,3721.3,temperate,0.294,0.0,False,12.28,49.75,1002.44,424.6,normal,normal,normal,normal,0.0
commercial,mixed,77,4163.6,continental,1.543,0.1512,False,8.21,51.6,1008.15,548.2,critical,normal,normal,critical,0.4039
residential,wood,56,2420.8,continental,2.476,0.2277,False,-7.2,55.39,1017.32,335.7,critical,attention,normal,critical,0.4812
commercial,concrete,47,721.0,temperate,1.451,0.0937,False,9.63,60.78,1017.36,447.0,critical,normal,attention,critical,0.3612
commercial,concrete,31,1185.1,continental,0.858,0.0673,False,15.75,71.99,1023.09,492.8,critical,normal,attention,critical,0.253
residential,brick,10,1463.8,temperate,0.684,0.1364,False,18.23,50.99,1015.31,366.7,critical,normal,normal,critical,0.2827
residential,concrete,49,543.5,coastal,4.232,0.3233,False,20.02,69.76,1018.99,247.0,critical,normal,normal,critical,0.6191
residential,concrete,80,4177.0,continental,1.929,0.1656,False,-5.04,72.32,1012.02,246.8,critical,normal,normal,critical,0.4237
