building_type,material,age_years,area_m2,region,tilt_angle_deg,vibration_magnitude,shock_detected,temperature_c,humidity_pct,pressure_hpa,illuminance_lux,structural_status,climate_status,lighting_status,overall_status,_true_degradation_level
residential,mixed,8,1219.3,coastal,0.0,0.0337,False,23.82,53.05,1012.5,401.5,normal,normal,normal,normal,0.0
residential,brick,52,3577.8,continental,2.341,0.1951,False,17.2,43.36,1008.36,343.7,attention,normal,normal,attention,0.4449
residential,mixed,118,3259.5,coastal,2.295,0.185,False,17.21,64.78,1019.09,503.2,attention,normal,normal,attention,0.4299
residential,concrete,66,738.3,continental,3.498,0.2741,False,20.73,58.89,1008.27,358.6,attention,normal,normal,attention,0.5715
residential,concrete,64,3525.8,arid,2.196,0.1684,True,12.45,41.15,1012.82,375.5,attention,normal,normal,attention,0.4597
industrial,wood,65,52.7,coastal,0.306,0.0,True,12.63,78.62,1015.42,339.8,attention,critical,normal,critical,0.2127
residential,brick,22,4669.9,temperate,0.199,0.0784,False,18.72,49.69,1008.25,413.9,normal,normal,normal,normal,0.0757
residential,concrete,65,2795.8,temperate,2.064,0.1804,False,21.32,66.8,1018.91,382.0,attention,normal,normal,attention,0.4295
commercial,concrete,61,938.2,arid,0.493,0.0626,False,30.24,28.93,1005.57,504.5,normal,normal,normal,normal,0.2117
residential,brick,70,3063.9,continental,1.583,0.1989,False,2.33,59.04,1023.89,242.0,attention,normal,normal,attention,0.3871
industrial,concrete,5,2089.1,coastal,0.0,0.0084,False,7.01,74.81,1018.39,344.4,normal,normal,normal,normal,0.0632
residential,concrete,28,1829.0,coastal,0.13,0.0172,False,17.58,54.65,1012.15,137.6,normal,normal,attention,attention,0.1359
residential,brick,34,3913.6,temperate,0.237,0.0,False,14.48,63.66,1002.74,329.3,normal,normal,normal,normal,0.173
historical,brick,86,1757.5,arid,5.563,0.411,False,29.04,40.45,1007.81,346.3,critical,normal,normal,critical,0.7282
residential,concrete,55,4436.9,continental,0.823,0.0155,False,-7.91,64.75,1011.59,201.8,normal,normal,normal,normal,0.2447
residential,wood,27,1935.3,continental,0.353,0.0474,False,11.47,56.96,1014.57,212.1,normal,normal,normal,normal,0.2048
commercial,concrete,34,2653.1,continental,0.14,0.0122,False,16.91,55.84,1024.0,361.1,normal,normal,normal,normal,0.0
commercial,mixed,69,685.5,temperate,1.077,0.0658,False,14.33,50.63,1021.85,441.4,normal,normal,normal,normal,0.3043
commercial,wood,16,960.2,temperate,0.0,0.0059,False,23.56,64.86,1013.67,598.4,normal,attention,normal,attention,0.1133
residential,brick,109,2054.3,coastal,5.438,0.4393,False,12.7,77.52,1019.78,452.0,critical,attention,normal,critical,0.7165
industrial,concrete,36,605.8,continental,3.363,0.2594,False,10.27,58.11,1024.14,448.4,attention,normal,normal,attention,0.5497
commercial,concrete,57,2277.2,continental,4.689,0.3635,False,-7.21,63.46,1021.62,610.8,critical,normal,normal,critical,0.6329
historical,brick,78,1861.5,continental,0.605,0.0049,False,19.88,45.87,1032.5,198.7,normal,normal,normal,normal,0.1981
residential,mixed,59,4002.8,temperate,0.916,0.1148,False,4.07,56.99,1017.22,277.9,normal,normal,normal,normal,0.2436
residential,brick,69,3571.8,arid,1.261,0.2034,False,28.09,16.33,1012.94,394.5,attention,normal,normal,attention,0.3712
industrial,concrete,22,1513.0,continental,0.09,0.0,False,3.99,62.08,1013.81,317.3,normal,normal,normal,normal,0.0381
historical,brick,11,2111.1,continental,0.0,0.0111,False,11.21,74.46,1010.45,225.8,normal,attention,normal,attention,0.077
commercial,wood,76,1381.0,continental,1.792,0.1216,False,12.0,51.91,1012.52,487.8,attention,normal,normal,attention,0.3793
residential,brick,69,2527.5,temperate,2.897,0.2179,False,10.88,66.05,1009.72,474.4,attention,normal,normal,attention,0.5099
commercial,concrete,67,4592.5,temperate,6.517,0.4859,True,18.47,51.74,1005.88,526.8,critical,normal,normal,critical,0.7613
commercial,concrete,38,4154.2,temperate,0.914,0.0777,False,3.13,61.24,1009.95,465.9,normal,normal,normal,normal,0.2908
residential,brick,70,4355.3,temperate,1.767,0.174,False,5.49,47.32,1002.78,323.5,attention,normal,normal,attention,0.4181
historical,brick,78,188.9,temperate,2.339,0.2105,False,12.35,56.33,1017.29,279.9,attention,normal,normal,attention,0.4738
residential,brick,92,4089.9,continental,3.711,0.3485,False,19.82,56.73,1014.04,120.1,critical,normal,attention,critical,0.5862
commercial,mixed,24,1698.5,coastal,1.192,0.1162,False,18.01,60.9,1009.64,400.3,normal,normal,normal,normal,0.3494
commercial,concrete,80,610.0,arid,4.124,0.2628,False,22.63,26.1,1009.41,423.0,critical,normal,normal,critical,0.5874
residential,brick,98,2321.8,arid,4.424,0.3411,False,19.64,35.42,1008.33,351.3,critical,normal,normal,critical,0.6246
commercial,concrete,9,1433.9,temperate,0.131,0.0,False,4.18,51.85,1021.6,448.1,normal,normal,normal,normal,0.0
residential,wood,85,2401.7,temperate,2.273,0.235,True,23.05,77.26,1013.26,360.2,attention,critical,normal,critical,0.4389
industrial,mixed,46,763.6,arid,0.566,0.0182,False,22.83,29.61,1009.64,338.4,normal,normal,normal,normal,0.1926
historical,brick,39,2480.1,continental,2.179,0.1977,False,13.98,54.22,1004.68,211.0,attention,normal,normal,attention,0.4501
historical,wood,28,2459.5,continental,0.184,0.0,False,34.53,42.1,1017.75,399.2,normal,normal,normal,normal,0.0
commercial,concrete,7,603.0,temperate,0.0,0.0,False,17.22,51.27,1015.49,408.1,normal,normal,normal,normal,0.0319
industrial,mixed,16,1452.6,continental,0.745,0.0937,False,7.27,46.67,1020.2,165.7,normal,normal,attention,attention,0.2777
industrial,concrete,42,3862.1,coastal,4.126,0.3558,False,17.47,73.67,1014.59,214.5,attention,normal,normal,attention,0.6213
commercial,concrete,63,2104.2,temperate,2.081,0.1928,False,10.68,65.06,1002.86,502.8,attention,normal,normal,attention,0.439
industrial,concrete,30,1261.7,arid,2.641,0.216,False,21.88,34.39,1013.96,200.6,attention,normal,normal,attention,0.4689
commercial,brick,68,2596.6,coastal,0.214,0.0433,False,21.53,69.01,1001.81,495.2,normal,normal,normal,normal,0.2099
residential,mixed,37,2398.9,temperate,0.086,0.0619,False,5.63,40.9,1003.7,286.2,normal,normal,normal,normal,0.1409
residential,wood,49,4503.3,temperate,0.484,0.0179,False,7.27,54.57,1005.52,326.2,normal,normal,normal,normal,0.2302
historical,brick,76,823.4,temperate,0.854,0.0861,False,22.45,67.62,1018.18,220.5,normal,normal,normal,normal,0.2781
commercial,concrete,73,1040.6,temperate,5.462,0.4765,False,24.56,75.16,1005.38,516.2,critical,attention,normal,critical,0.6906
residential,concrete,70,1629.9,temperate,0.854,0.0827,False,16.14,55.93,1014.94,313.5,normal,normal,normal,normal,0.3008
residential,wood,74,3303.5,continental,1.234,0.1042,False,27.85,41.91,1007.69,315.1,normal,normal,normal,normal,0.3452
residential,concrete,40,1779.0,continental,0.194,0.0247,False,2.09,39.83,1009.0,291.8,normal,normal,normal,normal,0.1138
residential,brick,19,4681.4,temperate,0.224,0.0191,False,11.07,49.86,1025.62,390.6,normal,normal,normal,normal,0.1729
residential,concrete,88,3695.0,temperate,3.155,0.2163,False,22.03,65.99,1014.57,430.8,attention,normal,normal,attention,0.5374
commercial,mixed,47,399.8,temperate,0.432,0.0593,False,12.15,61.48,1014.06,473.2,normal,normal,normal,normal,0.1757
commercial,concrete,44,107.6,continental,1.669,0.0705,False,9.12,49.54,1025.05,456.6,normal,normal,normal,normal,0.4017
industrial,concrete,30,4602.2,continental,0.166,0.0384,False,-18.42,54.07,1021.87,338.2,normal,attention,normal,attention,0.1242
residential,brick,56,594.4,continental,3.118,0.2452,False,-8.63,51.74,1014.41,271.8,attention,normal,normal,attention,0.5183
residential,wood,34,2545.0,temperate,0.816,0.0807,False,14.38,50.16,1018.3,269.0,normal,normal,normal,normal,0.3201
residential,concrete,91,2785.7,coastal,3.29,0.2396,True,13.02,69.61,1017.44,425.0,attention,normal,normal,attention,0.5485
industrial,mixed,15,4787.9,coastal,0.239,0.0151,False,14.71,68.0,1016.03,274.2,normal,attention,normal,attention,0.012
industrial,concrete,20,1545.9,coastal,2.113,0.196,False,18.79,66.6,1006.39,440.2,attention,normal,normal,attention,0.4511
historical,mixed,79,1450.4,coastal,1.692,0.1056,False,19.15,72.27,1008.28,263.5,attention,attention,normal,attention,0.3956
commercial,mixed,33,1783.9,coastal,0.567,0.0069,False,22.78,56.07,1023.94,473.7,normal,normal,normal,normal,0.2167
residential,concrete,57,3404.0,temperate,3.006,0.2773,False,13.51,58.1,1008.69,375.3,attention,normal,normal,attention,0.5273
industrial,mixed,64,1846.4,continental,2.015,0.1433,False,11.1,56.0,1019.99,338.4,attention,normal,normal,attention,0.4203
industrial,wood,13,3153.0,temperate,0.0,0.0,False,18.1,53.21,1019.2,330.8,normal,normal,normal,normal,0.074
residential,brick,31,4306.6,temperate,1.023,0.0285,False,16.83,39.17,1013.48,318.2,normal,normal,normal,normal,0.2863
industrial,concrete,32,221.4,temperate,0.17,0.0171,False,20.47,55.22,999.63,474.7,normal,normal,normal,normal,0.0493
commercial,brick,55,4112.8,temperate,2.12,0.123,True,14.47,67.99,1012.58,498.0,attention,normal,normal,attention,0.4427
residential,concrete,51,4245.0,continental,2.802,0.1767,False,4.94,51.13,1017.74,332.1,attention,normal,normal,attention,0.4664
historical,wood,38,4175.2,temperate,2.097,0.1611,False,20.91,40.48,1010.94,157.6,attention,normal,normal,attention,0.4093
residential,brick,26,4111.3,temperate,0.616,0.1276,False,19.11,44.44,1009.12,422.1,normal,normal,normal,normal,0.3011
industrial,mixed,22,1098.5,temperate,3.389,0.2687,False,12.12,61.2,1022.08,301.9,attention,normal,normal,critical,0.5428
industrial,concrete,16,2608.2,arid,0.0,0.0023,False,26.49,28.44,1015.02,331.0,normal,normal,normal,normal,0.0
residential,concrete,100,4026.0,temperate,0.464,0.0986,False,28.35,58.77,1014.31,188.3,normal,normal,normal,normal,0.2749
industrial,concrete,20,571.4,temperate,0.754,0.1061,False,16.2,49.52,999.71,332.9,normal,normal,normal,normal,0.269
residential,brick,38,2746.8,temperate,2.543,0.2001,False,21.41,54.11,1011.17,410.4,attention,normal,normal,attention,0.4762
industrial,concrete,23,481.3,temperate,0.02,0.0,False,11.61,53.53,1009.08,232.4,normal,normal,normal,normal,0.0701
commercial,concrete,51,1693.8,arid,2.533,0.2409,False,27.85,36.73,1015.58,449.0,attention,normal,normal,attention,0.4882
commercial,concrete,62,2444.2,arid,0.788,0.0244,False,35.06,31.34,1010.96,531.2,normal,normal,normal,normal,0.2731
commercial,concrete,30,3087.1,arid,0.177,0.0,False,25.52,26.92,1015.82,573.1,normal,normal,normal,normal,0.0449
commercial,wood,28,3598.6,continental,0.697,0.0174,False,19.98,27.13,1012.85,500.8,normal,normal,normal,normal,0.2521
residential,wood,50,3883.1,continental,1.141,0.1057,False,7.82,45.11,1024.02,315.9,normal,normal,normal,normal,0.3259
industrial,concrete,22,1583.9,arid,0.0,0.0367,False,19.04,27.7,1004.16,226.9,normal,normal,normal,normal,0.0
residential,brick,30,1422.4,temperate,1.035,0.0583,False,22.02,63.3,1007.45,240.8,normal,normal,normal,normal,0.322
commercial,concrete,11,1110.5,temperate,0.169,0.0,False,12.93,47.2,1004.99,362.0,normal,normal,normal,normal,0.0
commercial,concrete,60,3520.8,temperate,7.087,0.6107,False,8.21,54.55,1026.39,469.9,critical,normal,normal,critical,0.8108
residential,brick,59,85.6,temperate,3.238,0.2846,False,16.19,58.81,1008.5,391.3,attention,normal,normal,attention,0.5504
residential,concrete,44,540.5,continental,0.679,0.0806,False,-7.61,59.37,1020.48,350.5,normal,attention,normal,normal,0.2634
residential,brick,49,367.4,temperate,0.363,0.0738,False,7.41,56.61,1011.47,296.9,normal,normal,normal,normal,0.1884
commercial,brick,50,3441.7,temperate,1.609,0.1335,False,8.71,62.84,1019.66,366.7,normal,normal,normal,normal,0.3578
industrial,mixed,44,4270.5,arid,3.023,0.1855,False,14.46,18.74,1016.14,264.7,attention,normal,normal,attention,0.4962
residential,brick,83,4399.8,continental,1.247,0.1199,False,-6.18,31.73,1020.98,269.7,normal,normal,normal,normal,0.3285
residential,mixed,95,2261.7,arid,3.554,0.2813,False,18.04,39.61,1014.28,393.6,attention,normal,normal,attention,0.55
industrial,concrete,91,3376.3,continental,7.749,0.5715,False,8.4,48.52,1028.83,378.0,critical,normal,normal,critical,0.838
historical,mixed,58,3559.0,temperate,1.9,0.1591,False,9.65,48.41,1013.55,380.3,attention,normal,normal,attention,0.4294
residential,mixed,23,655.9,temperate,0.954,0.0639,False,7.83,50.64,1008.34,220.9,normal,normal,normal,normal,0.2611
industrial,brick,32,3247.9,temperate,2.162,0.1199,False,20.95,61.99,1006.83,225.0,attention,normal,normal,attention,0.4425
residential,concrete,32,3766.6,temperate,0.579,0.0528,False,15.13,57.69,1020.47,345.7,normal,normal,normal,normal,0.2391
industrial,concrete,43,1755.6,coastal,4.104,0.3543,False,21.12,72.26,1007.67,261.8,attention,normal,normal,attention,0.6286
residential,brick,3,3497.7,coastal,0.02,0.0,False,15.59,68.27,1026.43,226.1,normal,normal,normal,normal,0.0
commercial,concrete,118,243.7,temperate,6.003,0.438,False,3.41,74.47,1010.87,570.8,critical,normal,normal,critical,0.7404
residential,mixed,78,253.4,continental,1.889,0.1458,False,0.77,53.68,1021.0,383.6,attention,normal,normal,attention,0.4075
historical,mixed,6,410.0,continental,0.144,0.0072,False,10.61,55.25,1023.93,172.6,normal,normal,normal,normal,0.0
commercial,mixed,68,3968.7,temperate,2.408,0.1766,False,25.59,61.45,1012.27,378.5,attention,normal,normal,attention,0.4509
industrial,concrete,83,2874.5,arid,3.286,0.3185,False,21.3,22.09,1010.65,350.0,attention,normal,normal,attention,0.5679
residential,concrete,38,991.8,temperate,1.081,0.0763,False,12.21,75.68,1006.37,231.1,normal,attention,normal,attention,0.2813
industrial,concrete,29,1987.1,continental,2.552,0.1844,False,16.04,49.38,997.53,284.0,attention,normal,normal,attention,0.4811
industrial,concrete,12,2961.7,arid,0.007,0.0,False,28.05,31.84,1008.13,309.4,normal,normal,normal,normal,0.0448
industrial,mixed,20,679.5,temperate,0.354,0.0,False,19.31,66.39,1011.1,274.6,normal,attention,normal,attention,0.1202
commercial,mixed,39,3926.9,continental,0.838,0.0672,False,1.15,48.02,1029.03,486.5,normal,normal,normal,normal,0.2639
residential,concrete,47,4116.7,continental,3.331,0.3303,False,32.22,40.69,1011.95,353.2,attention,normal,normal,attention,0.5547
residential,brick,30,376.0,continental,2.598,0.2163,False,7.86,60.86,1030.95,415.1,attention,normal,normal,attention,0.4719
residential,brick,62,2889.2,arid,2.413,0.2011,False,12.57,33.84,1011.36,293.8,attention,normal,normal,attention,0.4769
commercial,mixed,124,467.7,continental,0.965,0.1025,False,14.6,46.15,1007.51,487.3,normal,normal,normal,normal,0.28
residential,brick,87,577.7,coastal,3.377,0.2642,False,11.82,76.1,1008.52,428.9,attention,attention,normal,attention,0.5442
commercial,concrete,88,4798.6,coastal,0.892,0.0547,False,14.44,69.8,1013.9,518.9,normal,normal,normal,normal,0.2877
commercial,concrete,41,3524.5,continental,0.777,0.0569,False,31.72,64.92,1023.64,476.0,normal,normal,normal,normal,0.2901
commercial,concrete,101,2877.1,continental,2.663,0.2355,False,-0.11,65.34,1008.08,338.2,attention,normal,normal,attention,0.4748
residential,concrete,110,4739.8,temperate,4.151,0.3253,False,11.63,39.06,1013.04,409.1,critical,normal,normal,critical,0.6059
residential,brick,20,1709.7,arid,2.861,0.2676,False,24.26,23.66,1010.94,273.5,attention,normal,normal,attention,0.5084
industrial,concrete,76,3452.7,continental,2.499,0.1341,False,15.95,26.15,1011.37,450.0,attention,normal,normal,attention,0.4572
commercial,concrete,75,3556.9,temperate,3.147,0.2601,False,15.08,48.08,1015.4,368.4,attention,normal,normal,attention,0.5255
residential,brick,5,2324.1,continental,0.657,0.0468,False,9.91,56.61,1011.37,352.8,normal,normal,normal,normal,0.2505
residential,wood,79,78.0,temperate,1.897,0.1213,False,15.5,71.96,1002.31,516.4,attention,attention,normal,attention,0.412
commercial,mixed,37,3509.0,continental,2.059,0.1593,False,-9.46,35.72,1001.13,412.6,attention,normal,normal,attention,0.4184
industrial,mixed,27,3933.9,arid,0.239,0.0,False,40.04,26.7,1007.27,217.7,normal,attention,normal,attention,0.1851
residential,brick,12,3952.3,temperate,0.051,0.0,False,14.89,61.55,1007.56,413.3,normal,normal,normal,normal,0.0058
residential,concrete,54,54.9,continental,0.441,0.018,False,-17.56,48.07,1023.67,375.1,normal,attention,normal,attention,0.2077
commercial,mixed,53,3006.4,coastal,2.117,0.1592,False,15.65,68.34,1009.24,422.6,attention,attention,normal,attention,0.414
residential,brick,69,2413.5,continental,3.441,0.3295,True,11.59,50.26,1025.5,304.8,critical,normal,normal,critical,0.5771
residential,concrete,58,943.2,arid,2.587,0.2237,False,34.42,39.01,1005.3,386.9,attention,normal,normal,attention,0.4874
industrial,mixed,65,2666.5,continental,1.946,0.1296,False,11.64,63.36,999.9,324.6,attention,normal,normal,attention,0.4266
historical,brick,58,2534.8,continental,2.108,0.1628,False,-10.51,55.83,1010.89,281.8,attention,normal,normal,attention,0.4516
commercial,brick,82,1321.9,coastal,1.477,0.084,False,18.01,70.87,1008.42,435.6,normal,attention,normal,attention,0.3832
residential,wood,83,3084.5,temperate,4.975,0.3629,False,21.65,50.38,1000.43,392.7,critical,normal,normal,critical,0.6609
residential,wood,17,2116.8,coastal,0.41,0.0,False,17.28,72.32,1007.94,419.7,normal,attention,normal,attention,0.1614
residential,brick,53,4488.0,arid,0.662,0.0429,False,26.7,19.93,1009.52,384.9,normal,normal,normal,normal,0.2405
commercial,concrete,51,4502.7,continental,0.445,0.0068,False,3.63,24.43,1023.47,521.2,normal,normal,normal,normal,0.1645
residential,brick,32,1751.7,arid,0.0,0.0,False,16.53,23.32,1003.01,424.8,normal,normal,normal,normal,0.0983
residential,brick,38,3983.2,temperate,3.207,0.2174,False,18.66,70.24,1021.51,391.5,attention,attention,normal,attention,0.5079
residential,brick,89,2665.0,continental,5.176,0.4355,False,10.93,68.47,1015.24,359.3,critical,normal,normal,critical,0.68
commercial,concrete,54,1488.7,continental,1.848,0.1434,False,12.41,68.18,1019.99,384.3,attention,normal,normal,attention,0.3965
historical,wood,51,3565.6,temperate,0.316,0.0,False,5.52,53.2,1010.58,198.2,normal,normal,normal,normal,0.1737
residential,brick,66,332.6,arid,3.869,0.3069,False,40.11,32.25,1002.31,314.7,attention,attention,normal,attention,0.5914
commercial,mixed,22,2616.7,coastal,0.558,0.0403,False,8.73,83.15,1017.76,577.9,normal,critical,normal,critical,0.2285
residential,concrete,11,2069.4,temperate,0.826,0.0482,False,20.39,47.95,1009.37,276.3,normal,normal,normal,normal,0.2736
commercial,concrete,8,707.0,temperate,0.37,0.0657,False,20.23,54.81,1007.96,315.9,normal,normal,normal,normal,0.2044
commercial,mixed,12,3499.1,continental,0.785,0.0379,False,-3.4,77.31,1007.54,367.6,normal,attention,normal,attention,0.2624
residential,wood,112,4764.2,coastal,1.059,0.039,False,14.81,64.68,1026.16,483.3,normal,attention,normal,attention,0.2952
industrial,wood,22,446.9,temperate,0.096,0.0124,False,21.96,26.63,1015.34,365.0,normal,normal,normal,normal,0.0
residential,concrete,58,1923.0,arid,2.985,0.2745,True,16.1,27.07,1008.35,355.4,attention,normal,normal,attention,0.524
commercial,concrete,35,1993.2,continental,2.091,0.1868,False,23.42,57.18,1006.85,455.6,attention,normal,normal,attention,0.4492
commercial,mixed,97,3494.0,continental,6.291,0.4988,True,21.24,52.21,1005.26,594.9,critical,normal,normal,critical,0.7571
industrial,concrete,51,2762.5,temperate,1.173,0.1694,False,14.51,58.59,1015.38,313.2,attention,normal,normal,attention,0.3245
commercial,brick,25,3710.8,temperate,1.66,0.1287,False,10.12,64.29,1009.61,478.1,normal,normal,normal,normal,0.3829
commercial,concrete,43,814.5,continental,3.402,0.2478,False,-2.18,65.11,1018.78,516.3,attention,normal,normal,attention,0.5577
commercial,concrete,95,523.5,temperate,1.954,0.1501,False,11.41,74.66,1019.17,490.4,attention,normal,normal,attention,0.4174
historical,brick,16,1063.0,coastal,1.883,0.1401,False,17.52,73.61,1003.48,208.9,normal,attention,normal,attention,0.4208
commercial,concrete,34,496.2,temperate,0.314,0.0374,False,4.83,47.98,1014.56,429.9,normal,normal,normal,normal,0.1773
commercial,concrete,109,244.1,continental,4.163,0.3149,False,2.18,59.12,1005.98,531.2,critical,normal,normal,critical,0.6117
industrial,concrete,83,1112.2,coastal,0.244,0.0145,False,19.96,54.61,1012.75,413.5,normal,normal,normal,normal,0.1799
residential,mixed,8,4166.6,continental,0.352,0.0242,False,12.23,24.21,1028.28,438.6,normal,normal,normal,normal,0.1971
residential,brick,49,395.0,temperate,2.779,0.198,False,18.47,51.27,1016.85,334.3,attention,normal,normal,attention,0.5034
residential,brick,9,4373.0,continental,0.136,0.0449,False,-6.9,52.49,1013.42,247.6,normal,normal,normal,normal,0.0
industrial,concrete,5,3635.4,arid,0.919,0.0686,False,29.92,42.2,1011.04,305.6,normal,normal,normal,normal,0.2548
industrial,wood,111,1949.0,coastal,6.299,0.4828,False,17.27,69.71,999.98,298.5,critical,attention,normal,critical,0.7592
residential,brick,29,4898.9,coastal,0.549,0.0389,False,20.87,61.99,1008.86,455.3,normal,normal,normal,normal,0.1882
residential,brick,55,441.4,continental,2.411,0.1902,False,6.61,60.3,1008.7,305.5,attention,normal,normal,attention,0.4967
historical,concrete,75,3856.0,temperate,4.957,0.3745,False,19.5,58.14,1026.89,298.2,critical,normal,normal,critical,0.6777
residential,concrete,66,930.7,arid,2.399,0.2118,False,18.15,29.77,1019.39,363.9,attention,normal,normal,attention,0.4784
residential,brick,120,4248.2,continental,1.426,0.1641,False,11.51,49.0,1014.24,324.7,attention,normal,normal,attention,0.3674
industrial,concrete,38,4707.4,temperate,2.713,0.1857,False,18.92,51.63,1006.5,236.2,attention,normal,normal,attention,0.4937
industrial,wood,30,3817.6,temperate,0.141,0.0,False,14.18,50.76,1023.09,303.6,normal,normal,normal,normal,0.0342
residential,concrete,56,3337.6,temperate,0.431,0.0207,False,14.92,68.49,1016.27,335.0,normal,normal,normal,normal,0.1765
industrial,mixed,29,2570.3,coastal,2.172,0.1817,True,17.93,70.76,1015.84,296.8,attention,attention,normal,attention,0.4544
residential,concrete,68,1443.4,temperate,1.668,0.1795,False,4.16,58.92,1022.96,324.9,attention,normal,normal,attention,0.3935
residential,mixed,12,774.1,coastal,0.167,0.0108,False,15.04,70.57,1002.45,272.9,normal,attention,normal,attention,0.0431
residential,brick,7,4086.0,continental,0.304,0.0376,False,14.18,36.58,1011.24,365.5,normal,normal,normal,normal,0.2384
industrial,concrete,27,114.4,continental,3.659,0.2687,True,19.64,41.51,995.91,344.6,attention,normal,normal,attention,0.5662
historical,wood,20,3404.1,arid,0.0,0.0341,False,42.28,16.87,1003.49,195.8,normal,attention,normal,attention,0.0
commercial,mixed,43,3388.1,continental,2.01,0.1561,False,41.72,62.01,1010.89,501.0,attention,attention,normal,attention,0.4265
residential,brick,30,2658.4,arid,1.556,0.1,False,28.86,35.72,1009.98,244.5,normal,normal,normal,normal,0.3859
commercial,brick,39,2168.1,coastal,0.563,0.037,False,18.28,74.33,1015.04,387.5,normal,attention,normal,attention,0.1772
residential,wood,4,4762.3,temperate,0.0,0.0,False,16.96,44.23,1016.62,454.4,normal,normal,normal,normal,0.0
commercial,mixed,69,1483.8,continental,1.636,0.0861,False,23.16,61.47,1010.86,490.6,attention,normal,normal,attention,0.3773
residential,mixed,66,4722.3,temperate,1.222,0.0877,False,18.42,61.94,1012.33,277.6,normal,normal,normal,normal,0.342
industrial,wood,56,3477.4,coastal,4.405,0.3774,False,20.89,70.0,1011.15,232.8,critical,attention,normal,critical,0.6434
residential,wood,49,611.8,arid,2.374,0.1876,False,26.87,23.58,1009.55,416.8,attention,normal,normal,attention,0.4741
residential,mixed,112,3695.3,coastal,3.634,0.2571,False,17.65,81.13,1004.19,259.5,critical,critical,normal,critical,0.5988
residential,concrete,63,283.1,continental,5.781,0.5332,False,-30.53,55.02,1020.32,422.6,critical,attention,normal,critical,0.7272
residential,concrete,14,1017.8,temperate,0.078,0.0435,True,2.49,44.99,1021.63,302.4,attention,normal,normal,attention,0.0527
historical,brick,100,311.1,arid,3.967,0.2712,False,30.85,33.45,1004.24,122.0,critical,normal,attention,critical,0.592
residential,brick,8,629.2,temperate,0.213,0.0,False,14.52,56.83,1013.89,397.2,normal,normal,normal,normal,0.0
commercial,concrete,47,965.8,arid,1.314,0.1102,False,21.59,21.07,1013.8,405.6,normal,normal,normal,normal,0.319
industrial,mixed,36,1188.1,continental,2.636,0.2164,False,5.26,55.49,1014.86,369.8,attention,normal,normal,attention,0.5106
residential,wood,85,3772.6,temperate,0.698,0.0488,False,10.56,55.28,1012.74,292.4,normal,normal,normal,normal,0.2651
historical,brick,45,191.3,coastal,3.357,0.253,False,17.09,65.06,1005.64,123.5,attention,normal,attention,attention,0.5491
residential,wood,17,1770.3,continental,0.02,0.0,False,2.52,58.19,1011.22,352.7,normal,normal,normal,normal,0.0
residential,brick,51,3982.4,continental,5.072,0.4313,False,4.62,45.55,1015.07,280.0,critical,normal,normal,critical,0.6797
residential,wood,96,2055.2,arid,3.909,0.338,False,24.93,41.75,1010.03,226.4,critical,normal,normal,critical,0.5915
residential,concrete,19,3674.4,temperate,0.471,0.0664,False,10.51,52.96,1010.71,321.4,normal,normal,normal,normal,0.2191
historical,wood,54,2991.8,coastal,2.62,0.1975,True,3.61,63.81,1010.32,132.0,attention,attention,attention,attention,0.4978
commercial,mixed,30,4860.3,continental,0.423,0.0623,False,7.38,36.74,1022.17,356.3,normal,normal,normal,normal,0.203
residential,concrete,97,4783.8,temperate,1.868,0.1508,False,6.73,59.3,1016.44,296.6,attention,normal,normal,attention,0.4262
industrial,concrete,86,1946.9,continental,1.374,0.1258,False,17.95,38.78,1026.45,371.2,attention,normal,normal,attention,0.3749
industrial,concrete,9,730.8,temperate,0.0,0.0,False,9.63,73.18,1007.39,262.2,normal,normal,normal,normal,0.0855
residential,brick,62,3470.6,temperate,3.556,0.2631,False,19.58,52.17,1013.72,509.9,attention,normal,normal,attention,0.5657
residential,wood,41,1583.5,temperate,0.378,0.016,False,0.7,77.73,1015.03,351.0,normal,critical,normal,critical,0.1111
residential,brick,53,4508.3,arid,3.038,0.2241,False,34.84,29.14,1004.94,346.0,attention,normal,normal,attention,0.5273
historical,brick,19,3522.1,continental,0.287,0.0,False,21.83,59.31,1022.2,179.3,normal,normal,normal,normal,0.0121
commercial,wood,102,1729.2,coastal,0.461,0.0338,False,20.68,84.07,1012.85,472.5,normal,critical,normal,critical,0.1643
residential,mixed,78,4245.9,arid,0.486,0.0917,False,21.41,33.0,1006.34,487.2,normal,normal,normal,normal,0.2449
residential,brick,32,4807.7,continental,4.737,0.3185,False,2.31,54.94,1004.85,337.2,critical,normal,normal,critical,0.6426
historical,wood,30,3941.5,temperate,2.212,0.2443,False,14.51,46.28,1010.97,270.9,attention,normal,normal,attention,0.4823
residential,concrete,47,4621.4,arid,0.611,0.0363,False,22.54,37.27,1006.12,346.4,normal,normal,normal,normal,0.2052
residential,brick,18,4243.5,temperate,0.146,0.0019,False,17.66,44.02,1006.35,422.4,normal,normal,normal,normal,0.0
residential,wood,53,459.4,temperate,0.947,0.1105,True,26.17,67.04,1014.63,324.2,attention,attention,attention,attention,0.3272
commercial,mixed,106,3506.1,arid,2.629,0.256,False,21.86,37.27,1017.27,476.3,attention,normal,normal,attention,0.512
residential,concrete,93,2507.6,continental,4.493,0.3541,False,18.66,46.16,1029.94,288.4,critical,normal,normal,critical,0.6364
